Date,Year,Season,Crop,State,District,Irrigation_Type,Area_ha,Fertilizer_Use,Yield_kg_ha,Production_tons
2025-02-10,2025,Kharif,Rice,Bihar,Muzaffarpur,Tube Well,443.0,180.0,5721.0,2534.4
2022-05-13,2022,Kharif,Oilseeds,Gujarat,Rajkot,Tube Well,1136.47,188.0,2017.0,2292.26
2021-05-19,2021,Perennial,Tea,Assam,Tinsukia,Rainfed,347.04,195.0,2373.0,823.53
2017-07-09,2017,Zaid,Coconut,Tamil Nadu,Chennai,Canal,391.6,175.0,13524.0,5296.0
2020-02-20,2020,Perennial,Coffee,Tamil Nadu,Coimbatore,Drip,498.53,183.0,1076.0,536.42
2020-06-09,2020,Kharif,Oilseeds,Gujarat,Vadodara,Rainfed,978.63,172.0,2126.0,2080.57
2020-06-25,2020,Rabi,Wheat,Punjab,Ludhiana,Tube Well,1377.36,194.0,4973.0,6849.61
2015-06-21,2015,Zaid,Coconut,Andhra Pradesh,Krishna,Rainfed,435.64,177.0,12655.0,5513.02
2020-06-12,2020,Rabi,Potato,Uttar Pradesh,Kanpur,Rainfed,698.75,119.0,12743.0,8904.17
2025-02-22,2025,Rabi,Oilseeds,Maharashtra,Nashik,Rainfed,1168.84,98.0,1004.0,1173.52
2024-07-09,2024,Kharif,Maize,Maharashtra,Pune,Rainfed,70.69,138.0,3700.0,261.55
2020-04-10,2020,Rabi,Potato,West Bengal,Kolkata,Rainfed,864.42,141.0,31686.0,27390.01
2019-04-23,2019,Kharif,Pulses,Rajasthan,Jodhpur,Rainfed,323.41,136.0,1816.0,587.31
2018-03-11,2018,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,269.8,156.0,1677.0,452.45
2022-04-11,2022,Perennial,Tea,Assam,Tinsukia,Rainfed,363.07,155.0,1306.0,474.17
2020-09-14,2020,Kharif,Cotton,Telangana,Warangal,Canal,382.63,63.0,902.0,345.13
2016-05-22,2016,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,380.74,93.0,11878.0,4522.43
2019-12-24,2019,Kharif,Maize,Karnataka,Mysore,Drip,1021.46,183.0,9001.0,9194.16
2017-02-08,2017,Rabi,Oilseeds,Maharashtra,Pune,Drip,643.98,139.0,2597.0,1672.42
2022-11-11,2022,Perennial,Coffee,Kerala,Ernakulam,Drip,667.86,99.0,2058.0,1374.46
2024-12-08,2024,Kharif,Rice,Punjab,Patiala,Canal,1100.6,178.0,3646.0,4012.79
2022-09-08,2022,Kharif,Oilseeds,Maharashtra,Nashik,Drip,436.58,87.0,2381.0,1039.5
2018-11-26,2018,Rabi,Oilseeds,Gujarat,Surat,Tube Well,708.9,111.0,3549.0,2515.89
2016-03-16,2016,Kharif,Pulses,Rajasthan,Jodhpur,Rainfed,470.1,91.0,1539.0,723.48
2023-02-22,2023,Zaid,Coconut,Andhra Pradesh,Krishna,Tube Well,37.96,181.0,15220.0,577.75
2019-10-29,2019,Perennial,Sugarcane,Tamil Nadu,Chennai,Tube Well,441.59,159.0,133613.0,59002.16
2024-09-01,2024,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,794.18,119.0,2637.0,2094.25
2023-02-28,2023,Kharif,Maize,Bihar,Purnia,Rainfed,640.88,190.0,4267.0,2734.63
2021-11-18,2021,Rabi,Potato,Punjab,Ludhiana,Tube Well,508.02,189.0,35088.0,17825.41
2022-06-23,2022,Zaid,Coconut,Kerala,Ernakulam,Rainfed,207.52,157.0,9296.0,1929.11
2020-07-10,2020,Kharif,Rice,Uttar Pradesh,Kanpur,Canal,322.13,184.0,6570.0,2116.39
2017-10-17,2017,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,327.3,158.0,1548.0,506.66
2024-07-04,2024,Rabi,Oilseeds,Rajasthan,Jaipur,Rainfed,143.35,144.0,2804.0,401.95
2019-09-01,2019,Rabi,Wheat,Bihar,Purnia,Tube Well,143.83,113.0,4926.0,708.51
2016-12-18,2016,Kharif,Maize,Maharashtra,Nagpur,Rainfed,479.64,91.0,5111.0,2451.44
2019-03-13,2019,Zaid,Coconut,Karnataka,Bangalore,Tube Well,671.63,59.0,11648.0,7823.15
2018-02-18,2018,Kharif,Pulses,Maharashtra,Mumbai,Rainfed,198.85,170.0,1679.0,333.87
2018-07-15,2018,Kharif,Cotton,Andhra Pradesh,Visakhapatnam,Tube Well,62.77,68.0,926.0,58.13
2025-01-24,2025,Perennial,Coffee,Kerala,Thrissur,Drip,37.36,112.0,2069.0,77.3
2020-08-08,2020,Zaid,Coconut,Kerala,Ernakulam,Rainfed,221.23,85.0,8822.0,1951.69
2025-10-13,2025,Kharif,Cotton,Gujarat,Ahmedabad,Rainfed,236.26,118.0,1096.0,258.94
2025-03-17,2025,Kharif,Oilseeds,Maharashtra,Mumbai,Tube Well,705.64,97.0,2530.0,1785.27
2024-05-04,2024,Kharif,Maize,Karnataka,Hubli,Canal,506.74,174.0,6986.0,3540.09
2025-02-15,2025,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,266.57,197.0,3461.0,922.6
2024-09-15,2024,Kharif,Cotton,Gujarat,Ahmedabad,Rainfed,1001.92,191.0,1134.0,1136.18
2022-08-26,2022,Kharif,Cotton,Gujarat,Vadodara,Rainfed,610.89,143.0,810.0,494.82
2021-04-16,2021,Rabi,Oilseeds,Rajasthan,Jodhpur,Rainfed,73.16,197.0,1995.0,145.95
2024-01-24,2024,Zaid,Coconut,Kerala,Ernakulam,Drip,243.65,110.0,8282.0,2017.91
2020-10-14,2020,Rabi,Wheat,Rajasthan,Jaipur,Tube Well,681.6,128.0,3785.0,2579.86
2019-02-17,2019,Rabi,Oilseeds,Rajasthan,Jaipur,Tube Well,684.11,89.0,1763.0,1206.09
2018-01-14,2018,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,211.19,185.0,4858.0,1025.96
2019-09-13,2019,Perennial,Sugarcane,Maharashtra,Nagpur,Rainfed,225.73,77.0,88915.0,20070.78
2017-10-09,2017,Perennial,Coffee,Tamil Nadu,Coimbatore,Tube Well,550.3,142.0,2011.0,1106.65
2019-12-24,2019,Perennial,Sugarcane,Karnataka,Hubli,Drip,534.8,170.0,122225.0,65365.93
2018-08-03,2018,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,210.97,139.0,6849.0,1444.93
2016-04-19,2016,Perennial,Coffee,Tamil Nadu,Chennai,Tube Well,587.0,62.0,1092.0,641.0
2017-07-10,2017,Rabi,Wheat,Madhya Pradesh,Bhopal,Tube Well,193.43,142.0,4363.0,843.94
2017-03-02,2017,Kharif,Rice,Odisha,Bhubaneswar,Rainfed,112.29,165.0,3445.0,386.84
2022-02-26,2022,Rabi,Potato,Bihar,Muzaffarpur,Tube Well,574.76,78.0,17127.0,9843.91
2025-01-01,2025,Zaid,Coconut,Kerala,Ernakulam,Drip,746.75,161.0,8882.0,6632.63
2015-08-09,2015,Zaid,Coconut,Andhra Pradesh,Chittoor,Rainfed,173.92,182.0,8864.0,1541.63
2021-04-26,2021,Rabi,Oilseeds,Gujarat,Rajkot,Tube Well,848.73,198.0,2136.0,1812.89
2020-11-03,2020,Kharif,Maize,Andhra Pradesh,Guntur,Rainfed,531.1,112.0,3792.0,2013.93
2021-07-07,2021,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,242.24,54.0,5098.0,1234.94
2016-12-25,2016,Perennial,Sugarcane,Uttar Pradesh,Kanpur,Canal,1281.13,113.0,120193.0,153982.86
2017-02-11,2017,Rabi,Potato,Uttar Pradesh,Lucknow,Canal,690.17,149.0,15966.0,11019.25
2020-10-14,2020,Rabi,Oilseeds,Gujarat,Rajkot,Rainfed,704.14,184.0,1872.0,1318.15
2015-06-21,2015,Kharif,Oilseeds,Gujarat,Rajkot,Tube Well,537.24,191.0,3043.0,1634.82
2024-07-29,2024,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,74.19,186.0,1277.0,94.74
2015-09-17,2015,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,301.5,149.0,12757.0,3846.24
2025-02-25,2025,Rabi,Pulses,Rajasthan,Jaipur,Rainfed,299.0,152.0,1367.0,408.73
2022-01-16,2022,Zaid,Coconut,Tamil Nadu,Coimbatore,Tube Well,104.56,50.0,8254.0,863.04
2018-12-14,2018,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,480.69,105.0,1117.0,536.93
2019-10-07,2019,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,17.8,186.0,1909.0,33.98
2016-11-18,2016,Kharif,Oilseeds,Rajasthan,Jodhpur,Rainfed,153.88,153.0,2956.0,454.87
2017-10-07,2017,Zaid,Coconut,Tamil Nadu,Chennai,Drip,861.37,120.0,14690.0,12653.53
2023-07-15,2023,Rabi,Wheat,Haryana,Hisar,Tube Well,62.72,66.0,4595.0,288.2
2024-01-24,2024,Rabi,Oilseeds,Rajasthan,Jaipur,Rainfed,456.21,87.0,2318.0,1057.49
2021-04-02,2021,Rabi,Pulses,Uttar Pradesh,Varanasi,Canal,1425.06,133.0,2090.0,2978.38
2025-05-22,2025,Perennial,Tea,West Bengal,Darjeeling,Canal,196.6,185.0,2117.0,416.2
2020-06-14,2020,Kharif,Rice,Telangana,Hyderabad,Canal,381.23,64.0,4935.0,1881.37
2020-01-31,2020,Perennial,Tea,West Bengal,Howrah,Rainfed,637.29,73.0,2221.0,1415.42
2023-07-30,2023,Kharif,Cotton,Telangana,Hyderabad,Canal,410.87,148.0,653.0,268.3
2018-02-28,2018,Rabi,Pulses,Rajasthan,Udaipur,Tube Well,438.06,94.0,1666.0,729.81
2020-10-23,2020,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,329.24,75.0,1227.0,403.98
2018-12-02,2018,Kharif,Rice,Telangana,Warangal,Rainfed,142.17,77.0,4204.0,597.68
2019-02-04,2019,Rabi,Pulses,Uttar Pradesh,Kanpur,Rainfed,142.68,124.0,1588.0,226.58
2016-11-14,2016,Kharif,Pulses,Rajasthan,Jaipur,Tube Well,523.67,138.0,2509.0,1313.89
2021-06-24,2021,Rabi,Wheat,Punjab,Amritsar,Tube Well,365.55,186.0,3110.0,1136.86
2020-09-28,2020,Perennial,Coffee,Kerala,Thrissur,Rainfed,679.49,129.0,1465.0,995.45
2023-10-03,2023,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,522.69,154.0,2394.0,1251.32
2015-12-29,2015,Zaid,Coconut,Andhra Pradesh,Krishna,Rainfed,68.85,77.0,5977.0,411.52
2016-12-20,2016,Rabi,Potato,Bihar,Gaya,Tube Well,209.2,157.0,18321.0,3832.75
2016-08-31,2016,Rabi,Potato,Uttar Pradesh,Varanasi,Canal,445.07,147.0,18494.0,8231.12
2021-07-22,2021,Kharif,Rice,Telangana,Nizamabad,Tube Well,539.09,82.0,3077.0,1658.78
2017-08-21,2017,Kharif,Cotton,Maharashtra,Nagpur,Tube Well,1054.68,150.0,1082.0,1141.16
2023-03-18,2023,Kharif,Rice,Assam,Dibrugarh,Rainfed,57.66,82.0,4169.0,240.38
2022-01-30,2022,Kharif,Maize,Maharashtra,Pune,Tube Well,332.0,139.0,7715.0,2561.38
2023-02-03,2023,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,307.21,150.0,2043.0,627.63
2021-04-07,2021,Rabi,Pulses,Rajasthan,Jaipur,Tube Well,136.53,154.0,1374.0,187.59
2021-11-07,2021,Perennial,Tea,Assam,Dibrugarh,Rainfed,440.78,186.0,1281.0,564.64
2016-12-13,2016,Perennial,Sugarcane,Uttar Pradesh,Varanasi,Rainfed,722.22,192.0,86331.0,62349.97
2023-05-15,2023,Rabi,Potato,Punjab,Amritsar,Canal,481.58,172.0,37779.0,18193.61
2023-05-05,2023,Kharif,Cotton,Andhra Pradesh,Visakhapatnam,Canal,625.1,182.0,1359.0,849.51
2020-01-07,2020,Kharif,Rice,Telangana,Hyderabad,Canal,326.68,53.0,4525.0,1478.23
2019-01-24,2019,Kharif,Oilseeds,Maharashtra,Nagpur,Tube Well,452.72,104.0,1397.0,632.45
2024-03-03,2024,Kharif,Maize,Karnataka,Mysore,Tube Well,299.28,56.0,4928.0,1474.85
2016-04-23,2016,Rabi,Wheat,Madhya Pradesh,Bhopal,Tube Well,436.95,84.0,3808.0,1663.91
2024-08-10,2024,Rabi,Potato,West Bengal,Howrah,Canal,494.09,107.0,29364.0,14508.46
2018-05-25,2018,Kharif,Cotton,Andhra Pradesh,Visakhapatnam,Rainfed,243.63,180.0,458.0,111.58
2019-04-17,2019,Kharif,Rice,Punjab,Patiala,Tube Well,29.32,127.0,3449.0,101.12
2020-06-10,2020,Perennial,Tea,Assam,Tinsukia,Rainfed,129.23,147.0,2606.0,336.77
2024-07-27,2024,Zaid,Coconut,Karnataka,Bangalore,Tube Well,56.69,104.0,10282.0,582.89
2021-10-13,2021,Kharif,Maize,Andhra Pradesh,Krishna,Tube Well,523.6,140.0,6936.0,3631.69
2017-01-27,2017,Perennial,Tea,Kerala,Thrissur,Rainfed,187.83,172.0,1637.0,307.48
2021-08-07,2021,Perennial,Tea,Kerala,Kozhikode,Drip,342.16,95.0,2559.0,875.59
2020-04-07,2020,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,270.27,190.0,1973.0,533.24
2015-11-18,2015,Kharif,Maize,Telangana,Nizamabad,Canal,488.83,82.0,4968.0,2428.51
2018-10-10,2018,Rabi,Wheat,Bihar,Purnia,Canal,726.63,188.0,4322.0,3140.49
2018-09-13,2018,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,244.86,54.0,8708.0,2132.24
2016-10-26,2016,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,34.17,131.0,8692.0,297.01
2017-01-12,2017,Kharif,Pulses,Uttar Pradesh,Lucknow,Rainfed,36.09,198.0,1294.0,46.7
2023-07-27,2023,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,178.45,141.0,3055.0,545.16
2019-01-12,2019,Rabi,Pulses,Uttar Pradesh,Lucknow,Tube Well,643.2,133.0,1685.0,1083.79
2022-03-10,2022,Rabi,Wheat,Bihar,Purnia,Canal,54.46,152.0,3473.0,189.14
2024-03-31,2024,Kharif,Rice,Odisha,Bhubaneswar,Canal,301.68,93.0,5571.0,1680.66
2021-12-30,2021,Perennial,Sugarcane,Maharashtra,Mumbai,Tube Well,1154.26,58.0,100701.0,116235.14
2022-06-07,2022,Rabi,Pulses,Rajasthan,Udaipur,Tube Well,72.11,88.0,2307.0,166.36
2018-09-10,2018,Perennial,Tea,Assam,Dibrugarh,Rainfed,759.33,76.0,1735.0,1317.44
2017-04-27,2017,Perennial,Coffee,Tamil Nadu,Coimbatore,Drip,943.77,189.0,1245.0,1174.99
2022-07-24,2022,Zaid,Coconut,Karnataka,Mysore,Drip,916.64,178.0,17128.0,15700.21
2022-04-03,2022,Rabi,Wheat,Bihar,Patna,Rainfed,865.02,98.0,2526.0,2185.04
2017-03-08,2017,Rabi,Potato,West Bengal,Howrah,Rainfed,97.25,175.0,26001.0,2528.6
2016-11-27,2016,Kharif,Maize,Telangana,Warangal,Rainfed,144.54,82.0,3420.0,494.33
2022-04-09,2022,Rabi,Wheat,Haryana,Karnal,Canal,196.78,80.0,4145.0,815.65
2019-06-30,2019,Kharif,Cotton,Maharashtra,Pune,Rainfed,153.5,165.0,1187.0,182.2
2018-04-22,2018,Rabi,Pulses,Maharashtra,Nashik,Rainfed,432.75,99.0,1431.0,619.27
2021-09-03,2021,Kharif,Pulses,Maharashtra,Nagpur,Rainfed,1080.98,60.0,1253.0,1354.47
2022-10-19,2022,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,209.05,158.0,6545.0,1368.23
2019-08-19,2019,Kharif,Maize,Bihar,Gaya,Tube Well,251.78,198.0,4572.0,1151.14
2017-10-31,2017,Kharif,Rice,Uttar Pradesh,Varanasi,Canal,1017.07,135.0,4205.0,4276.78
2024-01-20,2024,Zaid,Coconut,Kerala,Thrissur,Rainfed,86.57,90.0,11031.0,954.95
2021-11-21,2021,Zaid,Coconut,Karnataka,Bangalore,Drip,402.71,106.0,12706.0,5116.83
2023-06-05,2023,Rabi,Wheat,Punjab,Ludhiana,Tube Well,450.19,147.0,4235.0,1906.55
2024-10-26,2024,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,679.37,155.0,2478.0,1683.48
2023-11-20,2023,Kharif,Maize,Andhra Pradesh,Visakhapatnam,Canal,622.26,183.0,6025.0,3749.12
2021-11-21,2021,Kharif,Pulses,Rajasthan,Udaipur,Rainfed,456.07,186.0,1014.0,462.45
2022-06-16,2022,Kharif,Pulses,Maharashtra,Mumbai,Drip,176.45,179.0,1777.0,313.55
2017-06-23,2017,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,372.28,147.0,8989.0,3346.42
2024-07-30,2024,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,232.49,117.0,3510.0,816.04
2023-10-28,2023,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,568.4,152.0,4531.0,2575.42
2025-06-23,2025,Kharif,Maize,Karnataka,Hubli,Tube Well,1050.54,150.0,6297.0,6615.25
2017-02-09,2017,Kharif,Oilseeds,Gujarat,Vadodara,Rainfed,615.29,83.0,1336.0,822.03
2018-06-10,2018,Rabi,Wheat,Haryana,Faridabad,Canal,715.47,126.0,3274.0,2342.45
2024-11-13,2024,Rabi,Oilseeds,Maharashtra,Mumbai,Drip,161.25,81.0,2261.0,364.59
2025-08-22,2025,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,318.32,185.0,1999.0,636.32
2024-02-13,2024,Kharif,Pulses,Maharashtra,Nagpur,Rainfed,1109.68,98.0,1194.0,1324.96
2023-03-19,2023,Kharif,Maize,Bihar,Patna,Rainfed,143.76,171.0,5287.0,760.06
2023-07-12,2023,Kharif,Rice,Telangana,Nizamabad,Canal,826.58,107.0,3917.0,3237.71
2024-04-21,2024,Kharif,Cotton,Gujarat,Surat,Tube Well,804.1,165.0,766.0,615.94
2015-11-16,2015,Perennial,Sugarcane,Tamil Nadu,Madurai,Canal,468.85,83.0,119146.0,55861.6
2025-01-09,2025,Rabi,Wheat,Madhya Pradesh,Bhopal,Tube Well,441.73,165.0,3397.0,1500.56
2018-03-25,2018,Rabi,Oilseeds,Rajasthan,Jodhpur,Tube Well,113.84,77.0,3555.0,404.7
2022-05-04,2022,Rabi,Pulses,Maharashtra,Nashik,Rainfed,290.55,124.0,2051.0,595.92
2021-01-13,2021,Rabi,Pulses,Rajasthan,Udaipur,Rainfed,207.62,67.0,1523.0,316.21
2017-11-22,2017,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,314.03,129.0,3131.0,983.23
2023-03-28,2023,Rabi,Potato,Punjab,Amritsar,Canal,1374.13,173.0,38738.0,53231.05
2018-12-09,2018,Zaid,Coconut,Kerala,Thrissur,Rainfed,300.38,163.0,12122.0,3641.21
2018-04-03,2018,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,423.83,58.0,1510.0,639.98
2024-12-29,2024,Rabi,Oilseeds,Rajasthan,Jodhpur,Tube Well,121.8,124.0,1590.0,193.66
2016-01-10,2016,Rabi,Wheat,Punjab,Patiala,Canal,1106.6,178.0,3023.0,3345.25
2022-11-14,2022,Perennial,Sugarcane,Maharashtra,Nashik,Drip,732.76,148.0,89095.0,65285.25
2024-10-10,2024,Rabi,Pulses,Uttar Pradesh,Varanasi,Rainfed,665.46,59.0,940.0,625.53
2023-10-22,2023,Rabi,Wheat,Bihar,Purnia,Tube Well,947.71,99.0,2986.0,2829.86
2020-06-09,2020,Kharif,Maize,Maharashtra,Nashik,Rainfed,1158.94,133.0,4753.0,5508.44
2023-12-24,2023,Rabi,Wheat,Uttar Pradesh,Lucknow,Canal,992.67,76.0,3838.0,3809.87
2019-08-25,2019,Kharif,Cotton,Telangana,Warangal,Rainfed,830.41,152.0,1060.0,880.23
2015-09-14,2015,Kharif,Pulses,Uttar Pradesh,Lucknow,Rainfed,851.52,145.0,1116.0,950.3
2017-07-09,2017,Kharif,Pulses,Rajasthan,Jaipur,Rainfed,580.59,80.0,869.0,504.53
2021-05-02,2021,Rabi,Wheat,Rajasthan,Jodhpur,Rainfed,292.53,133.0,3497.0,1022.98
2023-06-19,2023,Kharif,Maize,Maharashtra,Pune,Rainfed,121.9,172.0,4984.0,607.55
2021-07-22,2021,Kharif,Cotton,Andhra Pradesh,Krishna,Rainfed,1193.04,106.0,934.0,1114.3
2021-01-01,2021,Perennial,Coffee,Karnataka,Bangalore,Tube Well,190.54,87.0,1088.0,207.31
2025-10-29,2025,Kharif,Cotton,Maharashtra,Nagpur,Drip,334.45,155.0,1513.0,506.02
2019-08-05,2019,Rabi,Potato,Punjab,Amritsar,Canal,253.02,61.0,29007.0,7339.35
2022-09-23,2022,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,276.61,175.0,1778.0,491.81
2020-02-04,2020,Kharif,Rice,Assam,Tinsukia,Rainfed,238.53,192.0,2407.0,574.14
2015-10-02,2015,Zaid,Coconut,Andhra Pradesh,Guntur,Canal,725.31,195.0,16819.0,12198.99
2018-06-21,2018,Kharif,Oilseeds,Gujarat,Surat,Rainfed,1195.79,115.0,1783.0,2132.09
2016-07-17,2016,Rabi,Pulses,Uttar Pradesh,Lucknow,Canal,88.24,143.0,1370.0,120.89
2018-05-22,2018,Rabi,Oilseeds,Rajasthan,Jodhpur,Tube Well,547.13,179.0,3633.0,1987.72
2017-05-28,2017,Rabi,Wheat,Haryana,Hisar,Tube Well,187.91,84.0,3651.0,686.06
2020-02-12,2020,Rabi,Potato,West Bengal,Howrah,Canal,31.62,54.0,12870.0,406.95
2020-05-15,2020,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,514.48,108.0,2231.0,1147.8
2016-03-11,2016,Kharif,Maize,Telangana,Hyderabad,Canal,787.25,183.0,6540.0,5148.62
2022-02-03,2022,Zaid,Coconut,Kerala,Ernakulam,Rainfed,149.28,126.0,10409.0,1553.86
2021-03-08,2021,Rabi,Potato,West Bengal,Darjeeling,Rainfed,382.36,130.0,26217.0,10024.33
2021-08-16,2021,Perennial,Sugarcane,Karnataka,Hubli,Drip,193.94,154.0,83045.0,16105.75
2015-03-11,2015,Perennial,Sugarcane,Tamil Nadu,Chennai,Tube Well,998.09,136.0,108715.0,108507.35
2016-01-14,2016,Perennial,Tea,Kerala,Thrissur,Drip,223.58,58.0,1956.0,437.32
2019-05-26,2019,Rabi,Oilseeds,Rajasthan,Udaipur,Rainfed,316.85,134.0,2200.0,697.07
2021-11-05,2021,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,716.85,147.0,3509.0,2515.43
2015-11-10,2015,Zaid,Coconut,Karnataka,Bangalore,Canal,612.63,146.0,12452.0,7628.47
2020-07-04,2020,Rabi,Oilseeds,Rajasthan,Jaipur,Tube Well,653.67,159.0,3579.0,2339.48
2023-08-09,2023,Kharif,Cotton,Telangana,Nizamabad,Canal,834.54,128.0,1650.0,1376.99
2016-11-22,2016,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,236.18,185.0,9376.0,2214.42
2018-07-11,2018,Perennial,Tea,Kerala,Thrissur,Rainfed,470.08,120.0,1265.0,594.65
2018-02-11,2018,Rabi,Potato,Punjab,Ludhiana,Tube Well,353.17,128.0,23023.0,8131.03
2022-12-25,2022,Kharif,Cotton,Telangana,Hyderabad,Canal,891.58,167.0,615.0,548.32
2022-03-07,2022,Kharif,Oilseeds,Maharashtra,Nashik,Rainfed,369.03,175.0,2045.0,754.67
2025-06-29,2025,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,393.82,147.0,15201.0,5986.46
2021-03-10,2021,Perennial,Sugarcane,Uttar Pradesh,Varanasi,Tube Well,476.32,69.0,71285.0,33954.47
2025-08-29,2025,Kharif,Oilseeds,Gujarat,Rajkot,Rainfed,382.52,100.0,1936.0,740.56
2020-12-26,2020,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,92.05,53.0,1346.0,123.9
2020-05-21,2020,Perennial,Sugarcane,Tamil Nadu,Coimbatore,Tube Well,620.29,94.0,73815.0,45786.71
2015-09-08,2015,Kharif,Maize,Karnataka,Bangalore,Tube Well,276.87,136.0,5378.0,1489.01
2020-11-26,2020,Rabi,Pulses,Maharashtra,Pune,Tube Well,201.43,171.0,2705.0,544.87
2023-09-19,2023,Perennial,Sugarcane,Karnataka,Belgaum,Drip,257.07,138.0,95236.0,24482.32
2021-11-11,2021,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,208.36,56.0,4468.0,930.95
2023-04-18,2023,Rabi,Potato,Bihar,Gaya,Rainfed,509.04,89.0,12359.0,6291.23
2022-04-27,2022,Kharif,Cotton,Andhra Pradesh,Chittoor,Rainfed,469.25,137.0,989.0,464.09
2019-09-19,2019,Kharif,Rice,Odisha,Bhubaneswar,Canal,77.19,156.0,4127.0,318.56
2015-04-22,2015,Perennial,Coffee,Karnataka,Mysore,Tube Well,594.27,180.0,1060.0,629.93
2024-06-24,2024,Rabi,Oilseeds,Maharashtra,Nashik,Tube Well,1026.19,195.0,1852.0,1900.5
2015-07-02,2015,Perennial,Coffee,Kerala,Ernakulam,Drip,463.65,184.0,867.0,401.98
2023-01-27,2023,Rabi,Pulses,Maharashtra,Nashik,Tube Well,1267.16,120.0,2571.0,3257.87
2015-11-12,2015,Kharif,Maize,Bihar,Muzaffarpur,Tube Well,108.16,162.0,5971.0,645.82
2023-04-02,2023,Kharif,Rice,Tamil Nadu,Madurai,Tube Well,905.06,86.0,5342.0,4834.83
2021-04-07,2021,Kharif,Oilseeds,Rajasthan,Udaipur,Tube Well,358.93,60.0,3332.0,1195.95
2020-12-14,2020,Kharif,Pulses,Maharashtra,Nashik,Tube Well,682.86,58.0,1221.0,833.77
2016-08-28,2016,Kharif,Oilseeds,Rajasthan,Udaipur,Rainfed,368.18,86.0,2643.0,973.1
2021-09-02,2021,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,267.0,56.0,5963.0,1592.12
2021-05-15,2021,Rabi,Oilseeds,Maharashtra,Nagpur,Drip,428.68,178.0,3385.0,1451.08
2022-03-25,2022,Zaid,Coconut,Tamil Nadu,Madurai,Drip,698.71,123.0,15002.0,10482.05
2017-10-27,2017,Rabi,Oilseeds,Gujarat,Rajkot,Tube Well,63.27,172.0,1747.0,110.53
2020-12-04,2020,Zaid,Coconut,Kerala,Thrissur,Rainfed,475.14,191.0,7048.0,3348.79
2016-11-23,2016,Kharif,Maize,Andhra Pradesh,Krishna,Canal,872.26,199.0,5285.0,4609.89
2020-09-19,2020,Kharif,Rice,Andhra Pradesh,Guntur,Canal,434.03,191.0,7212.0,3130.22
2018-08-18,2018,Rabi,Oilseeds,Maharashtra,Nagpur,Rainfed,290.39,157.0,1308.0,379.83
2023-02-17,2023,Rabi,Pulses,Uttar Pradesh,Lucknow,Canal,327.95,116.0,2684.0,880.22
2022-02-13,2022,Kharif,Cotton,Maharashtra,Pune,Rainfed,115.57,140.0,518.0,59.87
2023-05-12,2023,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,53.96,172.0,13008.0,701.91
2017-06-19,2017,Zaid,Coconut,Kerala,Thrissur,Drip,141.68,185.0,14738.0,2088.08
2020-06-29,2020,Rabi,Potato,West Bengal,Howrah,Canal,30.9,193.0,44174.0,1364.98
2020-01-15,2020,Kharif,Pulses,Rajasthan,Jodhpur,Rainfed,193.7,160.0,1304.0,252.58
2023-01-24,2023,Zaid,Coconut,Karnataka,Belgaum,Canal,343.98,131.0,9281.0,3192.48
2017-04-02,2017,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,796.22,195.0,2693.0,2144.22
